DocNo, Date, Device, Customer,SDCId, ZRAInvoiceNo,CustRef/PO, TPIN, Capturer, Reference, Currency, Rate, Sub-Total, VAT, Discount, Total, Receipt, Balance, Cash, Card, Swish, Other, AccountTransaction, Notes
INM0075420,1/5/2026 7:16:09 PM,Desktop,UL - Pick N Pay,SDC0010022038,INV0010022038/85336,,1001978325, , ,ZMW,1,24617.55078125,3938.830078125,0,28556.380859375,0,0,0,0,0,0,No,SIAO 25- 61027; Shoprite - Mukuba Mall; 84723; 4761943908.0
INM0075428,1/6/2026 8:33:53 AM,Desktop,RB - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85350,,1001646043, , ,ZMW,0,13682.0302734375,2189.080078125,0,15871.1103515625,0,0,0,0,0,0,No,SIAO 25- 60755; Shoprite - Cosmopolitan Mall; 96948; 1198019103.0
INM0075442,1/6/2026 8:33:53 AM,Desktop,RB - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85381,,1001646043, , ,ZMW,0,5488.56005859375,878.169982910156,0,6366.72998046875,0,0,0,0,0,0,No,SIAO 25- 60775; Shoprite - Waterfalls; 34922; 1198027557.0
INM0075453,1/6/2026 8:33:53 AM,Desktop,RB - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85403,,1001646043, , ,ZMW,0,9502.2998046875,1520.35998535156,0,11022.66015625,0,0,0,0,0,0,No,SIAO 25- 60809; Shoprite - East Park Mall; 91184; 1198018163.0
INM0075467,1/6/2026 8:33:53 AM,Desktop,RB - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85429,,1001646043, , ,ZMW,0,2710.38989257813,111.819999694824,0,2822.2099609375,0,0,0,0,0,0,No,SIAO 25- 60839; Shoprite - Mini Mungwi; G604; 1198018544.0
INM0075471,1/6/2026 8:33:53 AM,Desktop,RB - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85437,,1001646043, , ,ZMW,0,7761.02001953125,995.380004882813,0,8756.400390625,0,0,0,0,0,0,No,SIAO 25- 60852; Shoprite - Cairo Road; 2808; 1198016971.0
INM0075492,1/6/2026 9:15:21 AM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85580,,1001646043, , ,ZMW,1,20635.650390625,3301.69995117188,0,23937.349609375,0,0,0,0,0,0,No,SIAO 25- 60754; Shoprite - Mukuba Mall; 84723; 1197571495
INM0076603,1/12/2026 5:04:56 PM,Desktop,Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86830,,1001646043, , ,ZMW,1,3386.330078125,541.820007324219,0,3928.14990234375,0,0,0,0,0,0,Yes,SIAO 25- 62249; Shoprite - Kasama Central; G427; 1198240756
INM0076605,1/12/2026 5:04:56 PM,Desktop,Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86833,,1001646043, , ,ZMW,1,1231.0400390625,196.970001220703,0,1428.01000976563,0,0,0,0,0,0,Yes,SIAO 25- 62252; Shoprite - Kasama Central; G427; 1198540248
INM0076613,1/12/2026 5:04:56 PM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86851,,1001646043, , ,ZMW,1,4917.89990234375,786.859985351563,0,5704.759765625,0,0,0,0,0,0,Yes,SIAO 25- 62260; Shoprite - Mansa; 2955; 1198233681
INM0076644,1/13/2026 8:33:32 AM,Desktop,RB - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86561,,1001646043, , ,ZMW,0,12422.509765625,992.070007324219,0,13414.580078125,0,0,0,0,0,0,No,SIAO 25- 61921; Shoprite - Waterfalls; 34922; 1198539533.0
INM0076661,1/13/2026 8:33:32 AM,Desktop,RB - Pick N Pay,SDC0010022038,INV0010022038/86592,,1001978325, , ,ZMW,0,26231.51953125,2801.78002929688,0,29033.30078125,0,0,0,0,0,0,No,SIAO 25- 61951; PNP - Levy; ZC14; 4762218961.0
INM0076693,1/13/2026 8:33:32 AM,Desktop,RB - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86647,,1001646043, , ,ZMW,0,80123,12819.66015625,0,92942.65625,0,0,0,0,0,0,No,SIAO 25- 62172; Shoprite - MosiOaTunya; 55615; 1198580810.0
INM0076695,1/13/2026 8:33:32 AM,Desktop,RB - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86650,,1001646043, , ,ZMW,0,79002.609375,12640.3896484375,0,91643,0,0,0,0,0,0,No,SIAO 25- 62175; Shoprite - Mazabuka; 2939; 1198580250.0
INM0076708,1/13/2026 8:33:32 AM,Desktop,RB - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86678,,1001646043, , ,ZMW,0,9262.740234375,802.580017089844,0,10065.3203125,0,0,0,0,0,0,No,SIAO 25- 62191; Shoprite - Cosmopolitan Mall; 96948; 1198540091.0
INM0076710,1/13/2026 8:33:32 AM,Desktop,RB - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86682,,1001646043, , ,ZMW,0,12998.2197265625,705.320007324219,0,13703.5400390625,0,0,0,0,0,0,No,SIAO 25- 62193; Shoprite - Twin Palms; 37938; 1198539193.0
INM0076731,1/13/2026 9:27:46 AM,Desktop,RB - Ding Lixing Trading Company (Fangsida),SDC0010022038,INV0010022038/86911,,2003929195, , ,ZMW,0,5827.16015625,932.359985351563,0,6759.52001953125,0,0,0,0,0,0,No,SIAO 25- 61512; Non MT Customer; ; 
INM0076739,1/13/2026 10:54:41 AM,Desktop,Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86860,,1001646043, , ,ZMW,1,1086.18994140625,173.789993286133,0,1259.97998046875,0,0,0,0,0,0,No,SIAO 25- 62269; Shoprite - Chimwemwe; 31364; 1198538480
INM0076007,1/9/2026 3:54:02 PM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86128,,1001646043, , ,ZMW,1,4983.77978515625,797.409973144531,0,5781.18994140625,0,0,0,0,0,0,Yes,SIAO 25- 61572; CHILENJE; 2963; 1198435802
INM0076014,1/9/2026 3:54:02 PM,Desktop,Petauke Fashions,SDC0010022038,INV0010022038/86094,,1000019260, , ,ZMW,1,4251.169921875,680.190002441406,0,4931.35986328125,0,0,0,0,0,0,Yes,SIAO 25- 61596; ; ; 
INM0076075,1/10/2026 12:50:45 PM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86195,,1001646043, , ,ZMW,1,3150.06005859375,504.010009765625,0,3654.07006835938,0,0,0,0,0,0,Yes,SIAO 25- 61693; MINI KALINGALINGA; 85185; 1198337531
INM0076084,1/10/2026 1:09:32 PM,Desktop,RB - Dakik-Kitwe (New),SDC0010022038,INV0010022038/86204,,1001686110, , ,ZMW,1,192904.5,30864.69921875,0,223769.203125,0,0,0,0,0,0,No,SIAO 25- 61527; Non MT Customer; ; 
INM0076092,1/10/2026 1:09:32 PM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86212,,1001646043, , ,ZMW,1,813.190002441406,130.110000610352,0,943.299987792969,0,0,0,0,0,0,No,SIAO 25- 61605; Shoprite - Solwezi; 2890.0; 1198336054.0
INM0076109,1/10/2026 4:49:29 PM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86229,,1001646043, , ,ZMW,1,108514.7265625,17362.369140625,0,125877.1015625,0,0,0,0,0,0,No,SIAO 25- 61625; Shoprite - The Park Chingola; 37954; 1198240164.0
INM0076112,1/10/2026 4:49:29 PM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86232,,1001646043, , ,ZMW,1,2051.75,328.279998779297,0,2380.03002929688,0,0,0,0,0,0,No,SIAO 25- 61628; Shoprite - Solwezi City Mall; 64832; 1198234545.0
INM0076129,1/10/2026 4:49:29 PM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86249,,1001646043, , ,ZMW,1,2310,0,0,2310,0,0,0,0,0,0,No,SIAO 25- 61648; Shoprite - The Park Chingola; 37954; 1198238684.0
INM0076146,1/10/2026 4:49:29 PM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86266,,1001646043, , ,ZMW,1,2619.30004882813,419.100006103516,0,3038.39990234375,0,0,0,0,0,0,No,SIAO 25- 61691; Shoprite - Kitwe; 2832; 1198239761.0
INM0076163,1/10/2026 4:49:29 PM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86283,,1001646043, , ,ZMW,1,630,100.800003051758,0,730.799987792969,0,0,0,0,0,0,No,SIAO 25- 61718; Shoprite - Kitwe; 2832; 1198238720.0
INM0076177,1/10/2026 4:49:29 PM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86297,,1001646043, , ,ZMW,1,28675.400390625,4588.080078125,0,33263.48046875,0,0,0,0,0,0,No,SIAO 25- 61733; Shoprite - Kitwe; 2832; 1198238751.0
INM0076207,1/10/2026 4:49:29 PM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86328,,1001646043, , ,ZMW,1,50829.71875,8132.75,0,58962.46875,0,0,0,0,0,0,No,SIAO 25- 61765; Shoprite - Jacaranda; 31097; 1198238767.0
INM0076091,1/10/2026 1:09:32 PM,Desktop,RB - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86211,,1001646043, , ,ZMW,1,19369.900390625,1491.90002441406,0,20861.80078125,0,0,0,0,0,0,No,SIAO 25- 61578; Shoprite - Chililabombwe; 64824.0; 1198350247.0
INM0076093,1/10/2026 1:09:32 PM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86213,,1001646043, , ,ZMW,1,13618.3603515625,2178.93994140625,0,15797.2998046875,0,0,0,0,0,0,No,SIAO 25- 61606; Shoprite - Solwezi; 2890.0; 1198434389.0
INM0076130,1/10/2026 4:49:29 PM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86250,,1001646043, , ,ZMW,1,4917.89990234375,786.859985351563,0,5704.759765625,0,0,0,0,0,0,No,SIAO 25- 61650; Shoprite - The Park Chingola; 37954; 1198234276.0
INM0076137,1/10/2026 4:49:29 PM,Desktop,Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86257,,1001646043, , ,ZMW,1,68275,10924,0,79199,0,0,0,0,0,0,No,SIAO 25- 61663; Shoprite - Solwezi; 2890; 1198145389.0
INM0076145,1/10/2026 4:49:29 PM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86265,,1001646043, , ,ZMW,1,4004.3701171875,640.710021972656,0,4645.080078125,0,0,0,0,0,0,No,SIAO 25- 61690; Shoprite - Solwezi City Mall; 64832; 1198239922.0
INM0076149,1/10/2026 4:49:29 PM,Desktop,UL - Choppies Supermarkets,SDC0010022038,INV0010022038/86269,,, , ,ZMW,1,11945.33984375,1911.27001953125,0,13856.6103515625,0,0,0,0,0,0,No,SIAO 25- 61697; Choppies - Solwezi; ; 3008120002010.0
INM0076160,1/10/2026 4:49:29 PM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86280,,1001646043, , ,ZMW,1,3301.85009765625,528.299987792969,0,3830.14990234375,0,0,0,0,0,0,No,SIAO 25- 61715; Shoprite - Mufulira; 2858; 1198238075.0
INM0076168,1/10/2026 4:49:29 PM,Desktop,RB - Dakik-Kitwe (New),SDC0010022038,INV0010022038/86288,,1001686110, , ,ZMW,1,452435,72389.59375,0,524824.5625,0,0,0,0,0,0,No,SIAO 25- 61723; Non MT Customer; ; 
INM0076210,1/10/2026 4:49:29 PM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86332,,1001646043, , ,ZMW,1,2070.72998046875,331.320007324219,0,2402.05004882813,0,0,0,0,0,0,No,SIAO 25- 61768; Shoprite - Jacaranda; 31097; 1198336577.0
INM0076230,1/12/2026 8:26:29 AM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86350,,1001646043, , ,ZMW,1,16810.400390625,2689.65991210938,0,19500.060546875,0,0,0,0,0,0,Yes,SIAO 25- 61688; Shoprite - Twin Palms; 37938.0; 1198217527.0
INM0076264,1/12/2026 10:15:00 AM,Desktop,Baxter Medical Supplies - Ndola,SDC0010022038,INV0010022038/86388,,2971771191, , ,ZMW,1,22594.900390625,3615.18994140625,0,26210.08984375,0,0,0,0,0,0,No,SIAO 25- 61817; Non MT Customer; ; 
INM0076293,1/12/2026 11:39:20 AM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86417,,1001646043, , ,ZMW,1,43530.12890625,6964.85009765625,0,50494.98046875,0,0,0,0,0,0,Yes,SIAO 25- 61931; LIVINGSTONE; 2840; 1198238561
INM0075463,1/6/2026 8:33:53 AM,Desktop,RB - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85422,,1001646043, , ,ZMW,0,9700.66015625,1022.33001708984,0,10722.990234375,0,0,0,0,0,0,No,SIAO 25- 60832; Shoprite - Great North; 81458; 1198017282.0
INM0075496,1/6/2026 10:35:05 AM,Desktop,Ruida Venutres Ltd,SDC0010022038,INV0010022038/85584,,2002444016, , ,ZMW,1,79094.796875,12655.169921875,0,91749.96875,0,0,0,0,0,0,No,SIAO 25- 61085; Non MT Customer; ; 
INM0075508,1/6/2026 10:35:05 AM,Desktop,Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85596,,1001646043, , ,ZMW,1,24059.599609375,3849.5400390625,0,27909.140625,0,0,0,0,0,0,No,SIAO 25- 61097; Shoprite - Mufulira; 2858.0; 1198016335
INM0075509,1/6/2026 10:35:05 AM,Desktop,Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85597,,1001646043, , ,ZMW,1,41711.73828125,6673.8798828125,0,48385.62109375,0,0,0,0,0,0,No,SIAO 25- 61098; Shoprite - Mufulira; 2858.0; 1198016343
INM0075517,1/6/2026 10:35:05 AM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85605,,1001646043, , ,ZMW,1,2023.10998535156,323.709991455078,0,2346.82006835938,0,0,0,0,0,0,No,SIAO 25- 61106; Shoprite - Ndola; 2816.0; 1196426255
INM0075518,1/6/2026 10:35:05 AM,Desktop,Rongda Ventrues Ltd,SDC0010022038,INV0010022038/85606,,2003616067, , ,ZMW,1,21841.23046875,3192.35009765625,0,25033.580078125,0,0,0,0,0,0,No,SIAO 25- 61107; Non MT Customer; ; 
INM0075531,1/6/2026 11:49:14 AM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85619,,1001646043, , ,ZMW,1,875.690002441406,140.110000610352,0,1015.79998779297,0,0,0,0,0,0,Yes,SIAO 25- 61121; KABULONGA; 39883; 1197680100
INM0075576,1/6/2026 5:11:30 PM,Desktop,Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85725,,1001646043, , ,ZMW,1,7870.2099609375,1259.25,0,9129.4599609375,0,0,0,0,0,0,Yes,SIAO 25- 61172; Shoprite - Matero; 2921; 1198016011.0
INM0075585,1/6/2026 5:11:30 PM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85734,,1001646043, , ,ZMW,1,3882.3701171875,621.179992675781,0,4503.5498046875,0,0,0,0,0,0,Yes,SIAO 25- 61181; Shoprite - Chalala; G428; 1198018344.0
INM0075627,1/6/2026 5:11:30 PM,Desktop,Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85789,,1001646043, , ,ZMW,1,1520.69995117188,243.320007324219,0,1764.02001953125,0,0,0,0,0,0,Yes,SIAO 25- 61224; Shoprite - LQ Mungwi; G971; 1198016596.0
INM0075635,1/6/2026 5:11:30 PM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85783,,1001646043, , ,ZMW,1,3598.44995117188,575.75,0,4174.2001953125,0,0,0,0,0,0,Yes,SIAO 25- 61232; Shoprite - Cairo Road; 2808; 1198016980.0
INM0075636,1/6/2026 5:11:30 PM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85780,,1001646043, , ,ZMW,1,9806.849609375,1569.08996582031,0,11375.9404296875,0,0,0,0,0,0,Yes,SIAO 25- 61233; Shoprite - Cairo Road; 2808; 1198054210.0
INM0076099,1/10/2026 4:49:29 PM,Desktop,Choppies Supermarkets (GR),SDC0010022038,INV0010022038/86219,,1003084829, , ,ZMW,1,30848.91015625,4667.02001953125,0,35515.9296875,0,0,0,0,0,0,No,SI 25- 2851; Choppies - Luanshya; ; 3032120001800.0
INM0076140,1/10/2026 4:49:29 PM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86260,,1001646043, , ,ZMW,1,2672.44995117188,427.589996337891,0,3100.0400390625,0,0,0,0,0,0,No,SIAO 25- 61678; Shoprite - Kitwe; 2832; 1198233287.0
INM0076165,1/10/2026 4:49:29 PM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86285,,1001646043, , ,ZMW,1,1904.41003417969,304.709991455078,0,2209.1201171875,0,0,0,0,0,0,No,SIAO 25- 61720; Shoprite - Mukuba Mall; 84723; 1198239845.0
INM0076173,1/10/2026 4:49:29 PM,Desktop,RB - Pick N Pay,SDC0010022038,INV0010022038/86293,,1001978325, , ,ZMW,1,27924.119140625,4467.85009765625,0,32391.970703125,0,0,0,0,0,0,No,SIAO 25- 61728; PNP - Chingola; ZC20; 4762203253.0
INM0076174,1/10/2026 4:49:29 PM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86294,,1001646043, , ,ZMW,1,2077.2900390625,332.369995117188,0,2409.65991210938,0,0,0,0,0,0,No,SIAO 25- 61729; Shoprite - Mufulira; 2858; 1198238087.0
INM0076179,1/10/2026 4:49:29 PM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86299,,1001646043, , ,ZMW,1,1486.35998535156,237.820007324219,0,1724.18005371094,0,0,0,0,0,0,No,SIAO 25- 61735; Shoprite - Kitwe; 2832; 1198434895.0
INM0076208,1/10/2026 4:49:29 PM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86329,,1001646043, , ,ZMW,1,4917.89990234375,786.859985351563,0,5704.759765625,0,0,0,0,0,0,No,SIAO 25- 61766; Shoprite - Kafubu Mall; 37946; 1198234274.0
INM0076247,1/12/2026 9:31:13 AM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86367,,1001646043, , ,ZMW,1,11502.2001953125,1840.35998535156,0,13342.5595703125,0,0,0,0,0,0,Yes,SIAO 25- 61821; MOSI-OA-TUNYA; 55615; 1198449824
INM0076256,1/12/2026 10:15:00 AM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86384,,1001646043, , ,ZMW,1,72699.859375,11631.9697265625,0,84331.828125,0,0,0,0,0,0,No,SIAO 25- 61786; Shoprite - Roan Mall; 34906; 1198239023.0
INM0076281,1/12/2026 11:39:20 AM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86405,,1001646043, , ,ZMW,1,229.080001831055,36.6500015258789,0,265.730010986328,0,0,0,0,0,0,Yes,SIAO 25- 61860; MEGASAVE; 5903; 1198540143
INM0076286,1/12/2026 11:39:20 AM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86410,,1001646043, , ,ZMW,1,2915.60009765625,466.5,0,3382.10009765625,0,0,0,0,0,0,Yes,SIAO 25- 61885; MINI BAULENI; 99302; 1198541460
INM0076311,1/12/2026 11:39:20 AM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86435,,1001646043, , ,ZMW,1,47226.3203125,7556.2099609375,0,54782.53125,0,0,0,0,0,0,Yes,SIAO 25- 62015; BAROTSE MALL; 84799; 1198435636
INM0076320,1/12/2026 12:50:32 PM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86444,,1001646043, , ,ZMW,1,4570.52978515625,731.280029296875,0,5301.81005859375,0,0,0,0,0,0,No,SIAO 25- 61938; Shoprite - Kafubu Mall; 37946; 1198437276.0
INM0076345,1/12/2026 3:14:33 PM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86484,,1001646043, , ,ZMW,1,201.720001220703,32.2799987792969,0,234,0,0,0,0,0,0,Yes,SIAO 25- 62025; MINI CHIRUNDU; 35766; 1198238452
INM0076354,1/12/2026 3:14:33 PM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86500,,1001646043, , ,ZMW,1,358.450012207031,57.3499984741211,0,415.799987792969,0,0,0,0,0,0,Yes,SIAO 25- 62050; MINI KALINGALINGA; 85185; 1198436235
INM0076379,1/12/2026 3:14:33 PM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86495,,1001646043, , ,ZMW,1,821.890014648438,131.509994506836,0,953.400024414063,0,0,0,0,0,0,Yes,SIAO 25- 62109; CITY MALL; 64832; 1198436131
INM0076397,1/12/2026 4:44:49 PM,Desktop,Palsana Investments Ltd - Mufulira,SDC0010022038,INV0010022038/86518,,1003739938, , ,ZMW,1,114655,18344.80078125,0,132999.796875,0,0,0,0,0,0,No,SIAO 25- 62124; Non MT Customer; ; 
INM0076408,1/12/2026 5:04:56 PM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86559,,1001646043, , ,ZMW,1,1307.38000488281,209.179992675781,0,1516.56005859375,0,0,0,0,0,0,Yes,SIAO 25- 61795; Shoprite - Manda Hill; 2997; 1198239448
INM0076442,1/12/2026 5:04:56 PM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86642,,1001646043, , ,ZMW,1,9407.599609375,1505.2099609375,0,10912.8095703125,0,0,0,0,0,0,Yes,SIAO 25- 61845; Shoprite - East Park Mall; 91184; 1198345227
INM0076451,1/12/2026 5:04:56 PM,Desktop,Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86666,,1001646043, , ,ZMW,1,30360.5,4857.68017578125,0,35218.1796875,0,0,0,0,0,0,Yes,SIAO 25- 61866; Shoprite - East Park Mall; 91184; 1198330367
INM0076467,1/12/2026 5:04:56 PM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86695,,1001646043, , ,ZMW,1,5172.39990234375,827.580017089844,0,5999.97998046875,0,0,0,0,0,0,Yes,SIAO 25- 61942; Shoprite - Waterfalls; 34922; 1198332930
INM0076476,1/12/2026 5:04:56 PM,Desktop,Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86700,,1001646043, , ,ZMW,1,2229.55004882813,356.730010986328,0,2586.28002929688,0,0,0,0,0,0,Yes,SIAO 25- 61973; Shoprite - Waterfalls; 34922; 1198220228
INM0076540,1/12/2026 5:04:56 PM,Desktop,Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86774,,1001646043, , ,ZMW,1,929.659973144531,148.740005493164,0,1078.40002441406,0,0,0,0,0,0,Yes,SIAO 25- 62114; Shoprite - Waterfalls; 34922; 1198538590
INM0076544,1/12/2026 5:04:56 PM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86787,,1001646043, , ,ZMW,1,20690,3310.39990234375,0,24000.400390625,0,0,0,0,0,0,Yes,SIAO 25- 62126; Shoprite - Manda Hill; 2997; 1198546939
INM0076115,1/10/2026 4:49:29 PM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86235,,1001646043, , ,ZMW,1,65002.6015625,10400.419921875,0,75403.0234375,0,0,0,0,0,0,No,SIAO 25- 61631; Shoprite - Solwezi City Mall; 64832; 1198239923.0
INM0076117,1/10/2026 4:49:29 PM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86237,,1001646043, , ,ZMW,1,4917.89990234375,786.859985351563,0,5704.759765625,0,0,0,0,0,0,No,SIAO 25- 61634; Shoprite - Chililabombwe; 64824; 1198234542.0
INM0076122,1/10/2026 4:49:29 PM,Desktop,Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86242,,1001646043, , ,ZMW,1,3801.75,608.280029296875,0,4410.02978515625,0,0,0,0,0,0,No,SIAO 25- 61640; Shoprite - Chililabombwe; 64824; 1198239702.0
INM0076124,1/10/2026 4:49:29 PM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86244,,1001646043, , ,ZMW,1,1120.69995117188,179.309997558594,0,1300.01000976563,0,0,0,0,0,0,No,SIAO 25- 61642; Shoprite - Chingola; 2866; 1198233872.0
INM0076151,1/10/2026 4:49:29 PM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86271,,1001646043, , ,ZMW,1,1047.71997070313,167.639999389648,0,1215.35998535156,0,0,0,0,0,0,No,SIAO 25- 61699; Shoprite - Chimwemwe; 31364; 1198237378.0
INM0076158,1/10/2026 4:49:29 PM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86278,,1001646043, , ,ZMW,1,1120.69995117188,179.309997558594,0,1300.01000976563,0,0,0,0,0,0,No,SIAO 25- 61710; Shoprite - Mufulira; 2858; 1198233870.0
INM0076181,1/10/2026 4:49:29 PM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86301,,1001646043, , ,ZMW,1,13562.7900390625,2170.06005859375,0,15732.849609375,0,0,0,0,0,0,No,SIAO 25- 61737; Shoprite - Mukuba Mall; 84723; 1198239838.0
INM0076195,1/10/2026 4:49:29 PM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86315,,1001646043, , ,ZMW,1,4570.52978515625,731.280029296875,0,5301.81005859375,0,0,0,0,0,0,No,SIAO 25- 61753; Shoprite - Mukuba Mall; 84723; 1198437748.0
INM0076224,1/12/2026 8:26:29 AM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86344,,1001646043, , ,ZMW,1,8405.2001953125,1344.82995605469,0,9750.0302734375,0,0,0,0,0,0,Yes,SIAO 25- 61674; Shoprite - Chilenje; 2963.0; 1198130672.0
INM0076236,1/12/2026 9:31:13 AM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/86356,,1001646043, , ,ZMW,1,38623.94921875,6179.81982421875,0,44803.76953125,0,0,0,0,0,0,Yes,SIAO 25- 61784; KABWE; 2824; 1198239412
