DocNo, Date, Device, Customer,SDCId, ZRAInvoiceNo,CustRef/PO, TPIN, Capturer, Reference, Currency, Rate, Sub-Total, VAT, Discount, Total, Receipt, Balance, Cash, Card, Swish, Other, AccountTransaction, Notes
INM0074857,1/2/2026 9:54:34 AM,Desktop,RB - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/84941,,1001646043, , ,ZMW,0,23202.599609375,3712.419921875,0,26915.01953125,0,0,0,0,0,0,No,SIAO 25- 60208; Shoprite - MosiOaTunya; 55615; 1197690859.0
INM0074859,1/2/2026 9:54:34 AM,Desktop,RB - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/84943,,1001646043, , ,ZMW,0,16093.2197265625,2574.90991210938,0,18668.130859375,0,0,0,0,0,0,No,SIAO 25- 60212; Shoprite - Kabulonga; 39883; 1197675464.0
INM0074866,1/2/2026 9:54:34 AM,Desktop,RB - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/84950,,1001646043, , ,ZMW,0,401.820007324219,0,0,401.820007324219,0,0,0,0,0,0,No,SIAO 25- 60225; Shoprite - LQ Ibex Hill; G497; 1197670875.0
INM0074871,1/2/2026 9:54:34 AM,Desktop,RB - Sadaf Enterprise,SDC0010022038,INV0010022038/84955,,1001992371, , ,ZMW,0,392152,62744.3203125,0,454896.3125,0,0,0,0,0,0,No,SIAO 25- 60264; Non MT Customer; ; 
INM0074893,1/2/2026 9:54:34 AM,Desktop,RB - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/84977,,1001646043, , ,ZMW,0,47236.16015625,7557.77978515625,0,54793.94140625,0,0,0,0,0,0,No,SIAO 25- 60415; Shoprite - Cairo Road; 2808; 1197786585.0
INM0074900,1/2/2026 9:54:34 AM,Desktop,RB - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/84984,,1001646043, , ,ZMW,0,41640.9296875,6662.56005859375,0,48303.48828125,0,0,0,0,0,0,No,SIAO 25- 60422; Shoprite - Barotse Mall; 84799; 1197788017.0
INM0074902,1/2/2026 9:54:34 AM,Desktop,RB - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/84986,,1001646043, , ,ZMW,0,27348.890625,4375.830078125,0,31724.720703125,0,0,0,0,0,0,No,SIAO 25- 60426; Shoprite - Mansa; 2955; 1197788112.0
INM0074915,1/2/2026 9:54:34 AM,Desktop,RB - Mart One Supermarket Ltd,SDC0010022038,INV0010022038/84999,,2003779570, , ,ZMW,0,39773.8203125,6363.85009765625,0,46137.671875,0,0,0,0,0,0,No,SIAO 25- 60441; Non MT Customer; ; 
INM0074961,1/2/2026 4:34:01 PM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85043,,1001646043, , ,ZMW,1,849.150024414063,135.869995117188,0,985.02001953125,0,0,0,0,0,0,Yes,SIAO 25- 60564; KABWE; 2824; 1197668445
INM0074968,1/2/2026 4:34:01 PM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85050,,1001646043, , ,ZMW,1,2667,426.720001220703,0,3093.71997070313,0,0,0,0,0,0,Yes,SIAO 25- 60571; UNZA; 70768; 1197571771
INM0074991,1/3/2026 10:52:34 AM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85078,,1001646043, , ,ZMW,1,3148.89990234375,503.829986572266,0,3652.72998046875,0,0,0,0,0,0,Yes,SIAO 25- 60632; LIVINGSTONE; 2840; 1197902172
INM0075025,1/3/2026 1:32:21 PM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85112,,1001646043, , ,ZMW,1,3317.169921875,530.739990234375,0,3847.90991210938,0,0,0,0,0,0,No,SIAO 25- 60681; Shoprite - Solwezi City Mall; 64832; 1197894044
INM0074862,1/2/2026 9:54:34 AM,Desktop,RB - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/84946,,1001646043, , ,ZMW,0,3177.4599609375,508.390014648438,0,3685.85009765625,0,0,0,0,0,0,No,SIAO 25- 60218; Shoprite - Mini Ibex Hill; G606; 1197675668.0
INM0074874,1/2/2026 9:54:34 AM,Desktop,RB - Sadaf Enterprise,SDC0010022038,INV0010022038/84958,,1001992371, , ,ZMW,0,36587.1015625,5853.93994140625,0,42441.0390625,0,0,0,0,0,0,No,SIAO 25- 60277; Non MT Customer; ; 
INM0074897,1/2/2026 9:54:34 AM,Desktop,RB - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/84981,,1001646043, , ,ZMW,0,17088.1796875,2734.11010742188,0,19822.2890625,0,0,0,0,0,0,No,SIAO 25- 60419; Shoprite - Bauleni; 99302; 1197788401.0
INM0074898,1/2/2026 9:54:34 AM,Desktop,RB - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/84982,,1001646043, , ,ZMW,0,93387.2578125,14941.98046875,0,108329.2421875,0,0,0,0,0,0,No,SIAO 25- 60420; Shoprite - Kabwe; 2824; 1197786587.0
INM0074912,1/2/2026 9:54:34 AM,Desktop,RB - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/84996,,1001646043, , ,ZMW,0,50014.80859375,8002.3798828125,0,58017.19140625,0,0,0,0,0,0,No,SIAO 25- 60438; Shoprite - Munali; 39875; 1197786700.0
INM0074942,1/2/2026 3:52:04 PM,Desktop,Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85025,,1001646043, , ,ZMW,1,40801,6528.169921875,0,47329.171875,0,0,0,0,0,0,No,SIAO 25- 60059; Shoprite - Jacaranda; 31097; 1197518922
INM0074965,1/2/2026 4:34:01 PM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85047,,1001646043, , ,ZMW,1,3195,511.200012207031,0,3706.19995117188,0,0,0,0,0,0,Yes,SIAO 25- 60568; LIVINGSTONE; 2840; 1197570184
INM0074979,1/3/2026 10:52:34 AM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85066,,1001646043, , ,ZMW,1,2565.0400390625,410.410003662109,0,2975.44995117188,0,0,0,0,0,0,Yes,SIAO 25- 60613; BAROTSE MALL; 84799; 1197777878
INM0074980,1/3/2026 10:52:34 AM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85067,,1001646043, , ,ZMW,1,10597.4697265625,1695.59997558594,0,12293.0703125,0,0,0,0,0,0,Yes,SIAO 25- 60615; BAROTSE MALL; 84799; 1197893029
INM0075029,1/3/2026 1:32:21 PM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85116,,1001646043, , ,ZMW,1,55845.62109375,8935.2998046875,0,64780.921875,0,0,0,0,0,0,No,SIAO 25- 60700; Shoprite - Solwezi; 2890; 1198009256
INM0075030,1/3/2026 1:32:21 PM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85117,,1001646043, , ,ZMW,1,15390.2998046875,2462.44995117188,0,17852.75,0,0,0,0,0,0,No,SIAO 25- 60703; Shoprite - Solwezi; 2890; 1197668956
INM0075065,1/3/2026 1:41:10 PM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85152,,1001646043, , ,ZMW,1,484.480010986328,77.5199966430664,0,562,0,0,0,0,0,0,Yes,SIAO 25- 60716; MINI KALINGALINGA; 85185; 1198017197
INM0074849,1/2/2026 9:54:34 AM,Desktop,RB - Cash Customer Retail,SDC0010022038,INV0010022038/84933,,, , ,ZMW,0,5120.7001953125,819.309997558594,0,5940.009765625,0,0,0,0,0,0,No,SIAO 25- 60097; Non MT Customer; ; 
INM0074850,1/2/2026 9:54:34 AM,Desktop,RB - Spar Livingstone,SDC0010022038,INV0010022038/84934,,1001830857, , ,ZMW,0,2827.2099609375,417.950012207031,0,3245.15991210938,0,0,0,0,0,0,No,SIAO 25- 60194; Non MT Customer; ; 
INM0074854,1/2/2026 9:54:34 AM,Desktop,RB - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/84938,,1001646043, , ,ZMW,0,63862.171875,8743.9697265625,0,72606.140625,0,0,0,0,0,0,No,SIAO 25- 60204; Shoprite - East Park Mall; 91184; 1197692339.0
INM0074888,1/2/2026 9:54:34 AM,Desktop,RB - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/84972,,1001646043, , ,ZMW,0,29572.01953125,4731.5498046875,0,34303.5703125,0,0,0,0,0,0,No,SIAO 25- 60408; Shoprite - Chalala; G428; 1197788208.0
INM0074905,1/2/2026 9:54:34 AM,Desktop,RB - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/84989,,1001646043, , ,ZMW,0,59612.16015625,9537.9501953125,0,69150.109375,0,0,0,0,0,0,No,SIAO 25- 60429; Shoprite - Kasama Central; G427; 1197788207.0
INM0074926,1/2/2026 9:54:34 AM,Desktop,RB - Xing Long (Save Mall) Import & Export - Munali,SDC0010022038,INV0010022038/85010,,, , ,ZMW,0,13240.9599609375,2118.56005859375,0,15359.51953125,0,0,0,0,0,0,No,SIAO 25- 60484; Non MT Customer; ; 
INM0074934,1/2/2026 11:08:43 AM,Desktop,Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85018,,1001646043, , ,ZMW,1,12750,2040,0,14790,0,0,0,0,0,0,No,SIAO 25- 60250; Shoprite - Solwezi; 2890; 1197518281
INM0074951,1/2/2026 4:34:01 PM,Desktop,Fatima Health Care Ltd,SDC0010022038,INV0010022038/85033,,1001945904, , ,ZMW,1,14091.4501953125,2254.59008789063,0,16346.0400390625,0,0,0,0,0,0,Yes,SIAO 25- 60552; ; ; 
INM0074956,1/2/2026 4:34:01 PM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85038,,1001646043, , ,ZMW,1,4167.0400390625,666.72998046875,0,4833.77001953125,0,0,0,0,0,0,Yes,SIAO 25- 60559; MINI KALINGALINGA; 85185; 1197522737
INM0074978,1/3/2026 9:32:04 AM,Desktop,RB - Dakik-Kitwe (New),SDC0010022038,INV0010022038/85065,,1001686110, , ,ZMW,1,983011.375,157281.84375,0,1140293.25,0,0,0,0,0,0,No,SIAO 25- 60604; Non MT Customer; ; 
INM0074990,1/3/2026 10:52:34 AM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85077,,1001646043, , ,ZMW,1,463.040008544922,74.0800018310547,0,537.119995117188,0,0,0,0,0,0,Yes,SIAO 25- 60631; MINI MUNGWI; G604; 1197673603
INM0075003,1/3/2026 10:52:34 AM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85090,,1001646043, , ,ZMW,1,201.720001220703,32.2799987792969,0,234,0,0,0,0,0,0,Yes,SIAO 25- 60644; CHILILABOMBWE; 64824; 1197671087
INM0074860,1/2/2026 9:54:34 AM,Desktop,RB - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/84944,,1001646043, , ,ZMW,0,655.950012207031,104.949996948242,0,760.900024414063,0,0,0,0,0,0,No,SIAO 25- 60214; Shoprite - Mini Ibex Hill; G606; 1197675671.0
INM0074884,1/2/2026 9:54:34 AM,Desktop,RB - Mart One Supermarket Ltd,SDC0010022038,INV0010022038/84968,,2003779570, , ,ZMW,0,81158.8984375,12985.400390625,0,94144.296875,0,0,0,0,0,0,No,SIAO 25- 60388; Non MT Customer; ; 
INM0074885,1/2/2026 9:54:34 AM,Desktop,RB - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/84969,,1001646043, , ,ZMW,0,14271.830078125,2283.47998046875,0,16555.310546875,0,0,0,0,0,0,No,SIAO 25- 60390; Shoprite - Kabwe; 2824; 1197777181.0
INM0074899,1/2/2026 9:54:34 AM,Desktop,RB - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/84983,,1001646043, , ,ZMW,0,54500.390625,8720.0595703125,0,63220.44921875,0,0,0,0,0,0,No,SIAO 25- 60421; Shoprite - Kapiri Mposhi; 81474; 1197788015.0
INM0074947,1/2/2026 4:34:01 PM,Desktop,UL - Choppies Supermarkets,SDC0010022038,INV0010022038/85030,,, , ,ZMW,1,12354.849609375,1976.76000976563,0,14331.6103515625,0,0,0,0,0,0,Yes,SIAO 25- 60543; TWIKATANE; ; 3034120002928
INM0074967,1/2/2026 4:34:01 PM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85049,,1001646043, , ,ZMW,1,1065,170.399993896484,0,1235.40002441406,0,0,0,0,0,0,Yes,SIAO 25- 60570; UNZA; 70768; 1197552646
INM0074992,1/3/2026 10:52:34 AM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85079,,1001646043, , ,ZMW,1,979.900024414063,156.779998779297,0,1136.68005371094,0,0,0,0,0,0,Yes,SIAO 25- 60633; LIVINGSTONE; 2840; 1198015891
INM0075010,1/3/2026 10:52:34 AM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85097,,1001646043, , ,ZMW,1,3760.64990234375,601.710021972656,0,4362.35986328125,0,0,0,0,0,0,Yes,SIAO 25- 60652; MINI MUNGWI; G604; 1198018564
INM0075017,1/3/2026 10:52:34 AM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85104,,1001646043, , ,ZMW,1,1521.84997558594,243.5,0,1765.34997558594,0,0,0,0,0,0,Yes,SIAO 25- 60661; MINI IBEX HILL; G606; 1198018907
INM0075035,1/3/2026 1:41:10 PM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85122,,1001646043, , ,ZMW,1,1978.17004394531,316.510009765625,0,2294.67993164063,0,0,0,0,0,0,Yes,SIAO 25- 60665; COSMOPOLITAN MALL; 96948; 1198019120
INM0075060,1/3/2026 1:41:10 PM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85147,,1001646043, , ,ZMW,1,4245.77978515625,679.320007324219,0,4925.10009765625,0,0,0,0,0,0,Yes,SIAO 25- 60709; KABWE; 2824; 1197892050
INM0075077,1/3/2026 1:41:10 PM,Desktop,UL - Pick N Pay,SDC0010022038,INV0010022038/85164,,1001978325, , ,ZMW,1,27519.630859375,4403.14990234375,0,31922.779296875,0,0,0,0,0,0,Yes,SIAO 25- 60731; Centro Mall; ZC22; 4761972558
INM0074911,1/2/2026 9:54:34 AM,Desktop,RB - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/84995,,1001646043, , ,ZMW,0,33827.48046875,5412.39990234375,0,39239.87890625,0,0,0,0,0,0,No,SIAO 25- 60437; Shoprite - Twin Palms; 37938; 1197786593.0
INM0074916,1/2/2026 9:54:34 AM,Desktop,RB - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85000,,1001646043, , ,ZMW,0,40519.4609375,6483.1298828125,0,47002.58984375,0,0,0,0,0,0,No,SIAO 25- 60442; Shoprite - Mini Ibex Hill; G606; 1197788210.0
INM0074939,1/2/2026 11:28:30 AM,Desktop,Pick N Pay,SDC0010022038,INV0010022038/85059,,1001978325, , ,ZMW,1,20905,3344.80004882813,0,24249.80078125,0,0,0,0,0,0,No,SIAO 25- 60550; PNP - Kansenshi; ZC25; 4761391279
INM0074984,1/3/2026 10:52:34 AM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85071,,1001646043, , ,ZMW,1,870,139.199996948242,0,1009.20001220703,0,0,0,0,0,0,Yes,SIAO 25- 60624; UNZA; 70768; 1197675244
INM0075009,1/3/2026 10:52:34 AM,Desktop,Al - Safi Investments 2,SDC0010022038,INV0010022038/85096,,1020510848, , ,ZMW,1,8203.41015625,1312.58996582031,0,9516,0,0,0,0,0,0,Yes,SIAO 25- 60650; ; ; 
INM0075018,1/3/2026 10:52:34 AM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85105,,1001646043, , ,ZMW,1,424.579986572266,67.9300003051758,0,492.510009765625,0,0,0,0,0,0,Yes,SIAO 25- 60662; MINI IBEX HILL; G606; 1198018909
INM0075021,1/3/2026 1:32:21 PM,Desktop,UL - Pick N Pay,SDC0010022038,INV0010022038/85108,,1001978325, , ,ZMW,1,2211.169921875,353.790008544922,0,2564.9599609375,0,0,0,0,0,0,No,SIAO 25- 60670; PNP - Kapiji Solwezi; ZC27; 4761951027
INM0075043,1/3/2026 1:41:10 PM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85130,,1001646043, , ,ZMW,1,919.890014648438,147.190002441406,0,1067.07995605469,0,0,0,0,0,0,Yes,SIAO 25- 60677; MINI MUNALI; 39875; 1197892732
INM0075052,1/3/2026 1:41:10 PM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85139,,1001646043, , ,ZMW,1,435.410003662109,69.6699981689453,0,505.079986572266,0,0,0,0,0,0,Yes,SIAO 25- 60697; MINI BAULENI; 99302; 1198019020
INM0075106,1/5/2026 8:45:35 AM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85193,,1001646043, , ,ZMW,1,1613.80004882813,258.209991455078,0,1872.01000976563,0,0,0,0,0,0,Yes,SIAO 25- 60580; Shoprite - Twin Palms; 37938; 1197873387
INM0075130,1/5/2026 8:45:35 AM,Desktop,Pick N Pay,SDC0010022038,INV0010022038/85217,,1001978325, , ,ZMW,1,16735.5,2677.69995117188,0,19413.19921875,0,0,0,0,0,0,Yes,SIAO 25- 60688; PNP - Crossroads; ZC39; 4761969114
INM0075133,1/5/2026 8:45:35 AM,Desktop,Future Distribution Limited,SDC0010022038,INV0010022038/85220,,2002059122, , ,ZMW,1,19647.279296875,3143.56005859375,0,22790.83984375,0,0,0,0,0,0,Yes,SIAO 25- 60694; Non MT Customer; ; Fallsway arena
INM0074869,1/2/2026 9:54:34 AM,Desktop,RB - Bright Dawn Investments Ltd,SDC0010022038,INV0010022038/84953,,, , ,ZMW,0,16389.599609375,2622.36010742188,0,19011.9609375,0,0,0,0,0,0,No,SIAO 25- 60233; Non MT Customer; ; 
INM0074887,1/2/2026 9:54:34 AM,Desktop,RB - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/84971,,1001646043, , ,ZMW,0,133024.703125,21283.939453125,0,154308.640625,0,0,0,0,0,0,No,SIAO 25- 60407; Shoprite - East Park Mall; 91184; 1197786797.0
INM0074955,1/2/2026 4:34:01 PM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85037,,1001646043, , ,ZMW,1,15539.5595703125,2486.34008789063,0,18025.900390625,0,0,0,0,0,0,Yes,SIAO 25- 60558; MINI KALINGALINGA; 85185; 1197676403
INM0074970,1/2/2026 4:34:01 PM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85053,,1001646043, , ,ZMW,1,2923.8798828125,467.829986572266,0,3391.7099609375,0,0,0,0,0,0,Yes,SIAO 25- 60573; MAZABUKA; 2939; 1197669011
INM0074989,1/3/2026 10:52:34 AM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85076,,1001646043, , ,ZMW,1,4035.61010742188,645.700012207031,0,4681.31005859375,0,0,0,0,0,0,Yes,SIAO 25- 60630; MAZABUKA; 2939; 1198015977
INM0075004,1/3/2026 10:52:34 AM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85091,,1001646043, , ,ZMW,1,14454.6396484375,2312.73999023438,0,16767.380859375,0,0,0,0,0,0,Yes,SIAO 25- 60645; MANDA HILL; 2997; 1197893370
INM0075006,1/3/2026 10:52:34 AM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85093,,1001646043, , ,ZMW,1,1163.27001953125,186.130004882813,0,1349.40002441406,0,0,0,0,0,0,Yes,SIAO 25- 60647; MUFULIRA; 2858; 1197669505
INM0075016,1/3/2026 10:52:34 AM,Desktop,UL - Pick N Pay,SDC0010022038,INV0010022038/85103,,1001978325, , ,ZMW,1,16827.3203125,2692.36010742188,0,19519.6796875,0,0,0,0,0,0,Yes,SIAO 25- 60660; Kafue; ZC24; 4761969108
INM0075040,1/3/2026 1:41:10 PM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85127,,1001646043, , ,ZMW,1,801,128.160003662109,0,929.159973144531,0,0,0,0,0,0,Yes,SIAO 25- 60672; COSMOPOLITAN MALL; 96948; 1197779592
INM0075055,1/3/2026 1:41:10 PM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85142,,1001646043, , ,ZMW,1,1486.35998535156,237.820007324219,0,1724.18005371094,0,0,0,0,0,0,Yes,SIAO 25- 60701; MINI KAPIRI MPOSHI; 81474; 1198017605
INM0075111,1/5/2026 8:45:35 AM,Desktop,LC - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85198,,1001646043, , ,ZMW,1,806.900024414063,129.100006103516,0,936,0,0,0,0,0,0,Yes,SIAO 25- 60585; Shoprite - Waterfalls; 34922; 1197875751
INM0075129,1/5/2026 8:45:35 AM,Desktop,Pick N Pay,SDC0010022038,INV0010022038/85216,,1001978325, , ,ZMW,1,2979.36010742188,476.700012207031,0,3456.06005859375,0,0,0,0,0,0,Yes,SIAO 25- 60680; PNP - Centro Mall; ZC22; 4761838587
INM0074864,1/2/2026 9:54:34 AM,Desktop,RB - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/84948,,1001646043, , ,ZMW,0,17510.30078125,2801.63989257813,0,20311.939453125,0,0,0,0,0,0,No,SIAO 25- 60222; Shoprite - Chirundu; 35766; 1197667468.0
INM0074875,1/2/2026 9:54:34 AM,Desktop,RB - Sadaf Enterprise,SDC0010022038,INV0010022038/84959,,1001992371, , ,ZMW,0,7866,1258.55004882813,0,9124.5498046875,0,0,0,0,0,0,No,SIAO 25- 60279; Non MT Customer; ; 
INM0074895,1/2/2026 9:54:34 AM,Desktop,RB - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/84979,,1001646043, , ,ZMW,0,86346.1015625,13815.400390625,0,100161.5,0,0,0,0,0,0,No,SIAO 25- 60417; Shoprite - Unza; 70768; 1197788013.0
INM0074923,1/2/2026 9:54:34 AM,Desktop,RB - Mart One Supermarket Ltd,SDC0010022038,INV0010022038/85007,,2003779570, , ,ZMW,0,29135.80078125,4661.72021484375,0,33797.51953125,0,0,0,0,0,0,No,SIAO 25- 60481; Non MT Customer; ; 
INM0074932,1/2/2026 9:54:34 AM,Desktop,RB - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85016,,1001646043, , ,ZMW,0,1062.27001953125,169.960006713867,0,1232.22998046875,0,0,0,0,0,0,No,SIAO 25- 60513; Shoprite - Kalingalinga; 85185; 1197893611.0
INM0074963,1/2/2026 4:34:01 PM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85045,,1001646043, , ,ZMW,1,14418,2306.8798828125,0,16724.880859375,0,0,0,0,0,0,Yes,SIAO 25- 60566; KABULONGA; 39883; 1197571970
INM0074996,1/3/2026 10:52:34 AM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85083,,1001646043, , ,ZMW,1,358.450012207031,57.3499984741211,0,415.799987792969,0,0,0,0,0,0,Yes,SIAO 25- 60637; KABWE; 2824; 1197668455
INM0075013,1/3/2026 10:52:34 AM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85100,,1001646043, , ,ZMW,1,2117.40991210938,338.779998779297,0,2456.18994140625,0,0,0,0,0,0,Yes,SIAO 25- 60655; MATERO; 2921; 1198016038
INM0075014,1/3/2026 10:52:34 AM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85101,,1001646043, , ,ZMW,1,3340.17993164063,534.429992675781,0,3874.61010742188,0,0,0,0,0,0,Yes,SIAO 25- 60656; MATERO; 2921; 1197891957
INM0075031,1/3/2026 1:32:21 PM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85118,,1001646043, , ,ZMW,1,4826.8798828125,772.299987792969,0,5599.18017578125,0,0,0,0,0,0,No,SIAO 25- 60706; Shoprite - Solwezi; 2890; 1198017601
INM0075064,1/3/2026 1:41:10 PM,Desktop,UL - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/85151,,1001646043, , ,ZMW,1,6522.10986328125,1043.5400390625,0,7565.64990234375,0,0,0,0,0,0,Yes,SIAO 25- 60715; MINI KALINGALINGA; 85185; 1197778296
INM0075073,1/3/2026 1:41:10 PM,Desktop,UL - Pick N Pay,SDC0010022038,INV0010022038/85160,,1001978325, , ,ZMW,1,13911.4296875,2225.85009765625,0,16137.2802734375,0,0,0,0,0,0,Yes,SIAO 25- 60725; Foxdale; ZC30; 4761970788
INM0074847,1/2/2026 9:54:34 AM,Desktop,RB - Jumbo Wholesale Zambia Ltd,SDC0010022038,INV0010022038/84931,,1004254573, , ,ZMW,0,1412967.75,226074.84375,0,1639042.5,0,0,0,0,0,0,No,SI 25- 2805; Non MT Customer; ; 
INM0074848,1/2/2026 9:54:34 AM,Desktop,RB - Cash Customer Retail,SDC0010022038,INV0010022038/84932,,, , ,ZMW,0,7551.06005859375,1208.17004394531,0,8759.23046875,0,0,0,0,0,0,No,SIAO 25- 60095; Non MT Customer; ; 
INM0074861,1/2/2026 9:54:34 AM,Desktop,RB - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/84945,,1001646043, , ,ZMW,0,11145.150390625,1783.21997070313,0,12928.3701171875,0,0,0,0,0,0,No,SIAO 25- 60216; Shoprite - Cosmopolitan Mall; 96948; 1197675446.0
INM0074873,1/2/2026 9:54:34 AM,Desktop,RB - Sadaf Enterprise,SDC0010022038,INV0010022038/84957,,1001992371, , ,ZMW,0,180328,28852.48046875,0,209180.484375,0,0,0,0,0,0,No,SIAO 25- 60274; Non MT Customer; ; 
INM0074883,1/2/2026 9:54:34 AM,Desktop,RB - Mart One Supermarket Ltd,SDC0010022038,INV0010022038/84967,,2003779570, , ,ZMW,0,74391.703125,11902.650390625,0,86294.3515625,0,0,0,0,0,0,No,SIAO 25- 60387; Non MT Customer; ; 
INM0074886,1/2/2026 9:54:34 AM,Desktop,Karibu Pharmaceuticals,SDC0010022038,INV0010022038/84970,,1002202878, , ,ZMW,0,3462.23999023438,0,0,3462.23999023438,0,0,0,0,0,0,No,SIAO 25- 60405; Non MT Customer; ; 
INM0074891,1/2/2026 9:54:34 AM,Desktop,RB - Shoprites (T/A Africa Supermarkets Ltd),SDC0010022038,INV0010022038/84975,,1001646043, , ,ZMW,0,45595.26953125,7295.25,0,52890.51953125,0,0,0,0,0,0,No,SIAO 25- 60411; Shoprite - Great North; 81458; 1197788014.0
